time	NK.EXE	filesys.exe	device.exe	cprog.exe	gwes.exe	shell32.exe	services.exe	connmgr.exe	poutlook.exe	tmarshaller.exe	IQueue.exe	AEBPlus.exe	DataServer.exe	SSClient.exe	memuse.exe	ENCommLoader.exe	SureLockClient.exe	wceload.exe	KioskCenter.exe	SSTransferAgent.exe	SpeedyMOBILE.exe	uptimesqm.exe	total
16.03.2015 11:48:20	0	0	8994816	1597440	4665344	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	7471104		31436800
16.03.2015 11:48:30	0	0	8994816	1597440	4665344	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	7471104		31436800
16.03.2015 11:48:40	0	0	8994816	1597440	4665344	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	7471104		31436800
16.03.2015 11:48:50	0	0	8994816	1597440	4665344	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	7471104		31436800
16.03.2015 11:49:00	0	0	8994816	1597440	4665344	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	7471104		31436800
16.03.2015 11:49:10	0	0	8994816	1597440	5210112	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	7471104		31981568
16.03.2015 11:49:20	0	0	8994816	1597440	5210112	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	7471104		31981568
16.03.2015 11:49:30	0	0	8994816	1597440	5210112	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	7471104		31981568
16.03.2015 11:49:40	0	0	8994816	1597440	5210112	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	7471104		31981568
16.03.2015 11:49:50	0	0	8994816	1597440	5210112	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	7487488		31997952
16.03.2015 11:50:00	0	0	8994816	1597440	5210112	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	7483392		31993856
16.03.2015 11:50:10	0	0	8994816	1597440	5210112	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	7483392		31993856
16.03.2015 11:50:20	0	0	8994816	1597440	5210112	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	7483392		31993856
16.03.2015 11:50:30	0	0	8994816	1597440	5210112	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6889472		31399936
16.03.2015 11:50:40	0	0	8994816	1597440	5210112	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6889472		31399936
16.03.2015 11:50:50	0	0	8994816	1597440	5210112	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6889472		31399936
16.03.2015 11:51:00	0	0	8994816	1597440	5210112	2281472	966656	364544	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6897664		31408128
16.03.2015 11:51:10	0	0	8994816	1597440	5210112	2281472	966656	360448	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6897664		31404032
16.03.2015 11:51:20	0	0	8994816	1597440	5210112	2281472	966656	360448	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6897664		31404032
16.03.2015 11:51:30	0	0	8994816	1597440	5210112	2281472	966656	360448	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6897664		31404032
16.03.2015 11:51:40	0	0	8994816	1597440	5566464	2281472	966656	360448	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6889472		31752192
16.03.2015 11:51:50	0	0	8994816	1597440	5566464	2281472	966656	360448	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6889472		31752192
16.03.2015 11:52:00	0	0	8994816	1597440	5566464	2281472	966656	360448	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6897664		31760384
16.03.2015 11:52:10	0	0	8994816	1597440	5566464	2281472	966656	360448	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6897664		31760384
16.03.2015 11:52:20	0	0	8994816	1597440	5566464	2281472	966656	360448	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6897664		31760384
16.03.2015 11:52:30	0	0	8994816	1597440	5210112	2281472	966656	360448	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6897664		31404032
16.03.2015 11:52:40	0	0	8994816	1597440	5210112	2281472	966656	360448	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6897664		31404032
16.03.2015 11:52:50	0	0	8994816	1597440	5210112	2281472	966656	360448	86016	90112	585728	172032	1675264	1335296	106496	208896	147456	393216	180224	114688	6897664		31404032
