time	NK.EXE	filesys.exe	device.exe	uptimesqm.exe	poutlook.exe	gwes.exe	shell32.exe	services.exe	connmgr.exe	IQueue.exe	SSClient.exe	RBLogger.exe	RBTimeStamp.exe	SSTransferAgent.exe	memuse.exe	ssLaunch.exe	RFIDDce.Exe	DataServer.exe	flexmobility.view.CF.exe	Dw.exe	autorun.exe	RemoteViewer.exe	fexplore.exe	total
20.03.2015 14:14:46	0	0	9248768		86016	3563520	1802240	1036288	724992	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29999104
20.03.2015 14:14:56	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:15:06	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:15:16	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:15:26	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:15:36	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:15:46	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:15:56	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:16:06	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:16:16	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:16:26	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:16:36	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:16:46	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:16:56	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:17:06	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:17:16	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:17:26	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:17:36	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:17:46	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:17:56	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:18:06	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:18:16	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:18:26	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:18:36	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:18:46	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:18:56	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:19:06	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:19:16	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:19:26	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:19:36	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:19:46	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:19:56	0	0	9248768		86016	3563520	1802240	1036288	724992	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29999104
20.03.2015 14:20:06	0	0	9248768		86016	3563520	1802240	1036288	724992	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29999104
20.03.2015 14:20:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					30019584
20.03.2015 14:20:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1208320	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:20:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1208320	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:20:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1208320	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:20:56	0	0	9269248		86016	3563520	1802240	1036288	724992	1208320	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:21:06	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:21:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:21:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:21:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
