time	NK.EXE	filesys.exe	device.exe	uptimesqm.exe	poutlook.exe	gwes.exe	shell32.exe	services.exe	connmgr.exe	calupd.exe	SSClient.exe	RBTimeStamp.exe	IQueue.exe	RBLogger.exe	SSTransferAgent.exe	memuse.exe	RFIDDce.Exe	DataServer.exe	flexmobility.view.CF.exe	repllog.exe	Dw.exe	ssLaunch.exe	MobileCalculator.exe	calnot.exe	Tskschedule.exe	total
20.03.2015 08:38:19	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:38:29	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:38:39	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:38:49	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:38:59	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:39:09	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:39:19	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:39:29	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:39:39	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:39:49	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:39:59	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:40:09	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:40:19	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:40:29	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:40:39	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:40:49	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:40:59	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:41:09	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:41:19	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:41:29	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:41:39	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:41:49	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:41:59	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:42:09	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:42:19	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:42:29	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:42:39	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:42:49	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:42:59	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:43:09	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:43:19	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:43:29	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:43:39	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:43:49	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:43:59	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:44:09	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:44:19	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:44:29	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:44:39	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:44:49	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:44:59	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:45:09	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:45:19	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:45:29	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:45:39	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:45:49	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:45:59	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:46:09	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:46:19	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:46:29	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:46:39	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:46:49	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:46:59	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:47:09	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:47:19	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:47:29	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:47:39	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:47:49	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:47:59	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:48:09	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:48:19	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:48:29	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:48:40	0	0	9277440		86016	3579904	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30859264
20.03.2015 08:48:50	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:49:00	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:49:10	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:49:20	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:49:30	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:49:40	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5545984	561152						30863360
20.03.2015 08:49:50	0	0	9277440		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5591040	561152	294912					31203328
20.03.2015 08:50:00	0	0	9281536		86016	3809280	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5591040	561152						31141888
20.03.2015 08:50:10	0	0	9281536		86016	3809280	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5591040	561152						31141888
20.03.2015 08:50:20	0	0	9281536		86016	3809280	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5591040	561152						31141888
20.03.2015 08:50:30	0	0	9281536		86016	3809280	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5591040	561152						31141888
20.03.2015 08:50:40	0	0	9281536		86016	3809280	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5591040	561152						31141888
20.03.2015 08:50:50	0	0	9281536		86016	3809280	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5591040	561152						31141888
20.03.2015 08:51:00	0	0	9281536		86016	3809280	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5582848	561152						31133696
20.03.2015 08:51:10	0	0	9281536		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5595136	561152						30916608
20.03.2015 08:51:20	0	0	9281536		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5529600	561152						30851072
20.03.2015 08:51:30	0	0	9281536		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5537792	561152						30859264
20.03.2015 08:51:40	0	0	9281536		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5570560	561152						30892032
20.03.2015 08:51:50	0	0	9281536		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5570560	561152						30892032
20.03.2015 08:52:00	0	0	9281536		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5570560	561152						30892032
20.03.2015 08:52:10	0	0	9285632		86016	3747840	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5550080	561152						31043584
20.03.2015 08:52:20	0	0	9285632		86016	3747840	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5550080	561152						31043584
20.03.2015 08:52:30	0	0	9285632		86016	3747840	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5550080	561152						31043584
20.03.2015 08:52:40	0	0	9285632		86016	3747840	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5550080	561152						31043584
20.03.2015 08:52:50	0	0	9285632		86016	3747840	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5550080	561152						31043584
20.03.2015 08:53:00	0	0	9285632		86016	3747840	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5550080	561152						31043584
20.03.2015 08:53:10	0	0	9285632		86016	3747840	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	4296704	561152			1339392			31129600
20.03.2015 08:53:20	0	0	9285632		86016	3747840	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	4296704	561152			1351680			31141888
20.03.2015 08:53:30	0	0	9285632		86016	3747840	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	4296704	561152			1355776			31145984
20.03.2015 08:53:40	0	0	9285632		86016	3747840	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	4296704	561152			1421312			31211520
20.03.2015 08:53:50	0	0	9285632		86016	3747840	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	4296704	561152			1421312			31211520
20.03.2015 08:54:00	0	0	9285632		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5357568	561152			1294336			31977472
20.03.2015 08:54:10	0	0	9285632		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5443584	561152			1294336			32063488
20.03.2015 08:54:20	0	0	9285632		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5447680	561152			1294336			32067584
20.03.2015 08:54:30	0	0	9285632		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5447680	561152			1294336			32067584
20.03.2015 08:54:40	0	0	9285632		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5447680	561152			1294336			32067584
20.03.2015 08:54:50	0	0	9285632		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5447680	561152			1294336			32067584
20.03.2015 08:55:00	0	0	9285632		86016	3686400	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32157696
20.03.2015 08:55:10	0	0	9285632		86016	3579904	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5423104	561152			1294336			32043008
20.03.2015 08:55:20	0	0	9285632		86016	3719168	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5419008	561152			1294336			32178176
20.03.2015 08:55:30	0	0	9285632		86016	3719168	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5419008	561152			1294336			32178176
20.03.2015 08:55:40	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5472256	561152	53248		1294336			32243712
20.03.2015 08:55:50	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5468160	561152			1294336			32186368
20.03.2015 08:56:00	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5468160	561152			1294336			32186368
20.03.2015 08:56:10	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5455872	561152			1294336			32174080
20.03.2015 08:56:20	0	0	9285632		86016	3878912	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5455872	561152			1294336			32374784
20.03.2015 08:56:30	0	0	9285632		86016	3878912	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5455872	561152			1294336			32374784
20.03.2015 08:56:40	0	0	9285632		86016	3878912	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5455872	561152			1294336			32374784
20.03.2015 08:56:50	0	0	9285632		86016	3878912	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5455872	561152			1294336			32374784
20.03.2015 08:57:00	0	0	9285632		86016	3878912	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5455872	561152			1294336			32374784
20.03.2015 08:57:10	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5414912	561152			1294336			32133120
20.03.2015 08:57:20	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5447680	561152			1294336			32165888
20.03.2015 08:57:30	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5447680	561152			1294336			32165888
20.03.2015 08:57:40	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5447680	561152			1294336			32165888
20.03.2015 08:57:50	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5447680	561152			1294336			32165888
20.03.2015 08:58:00	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5447680	561152			1294336			32165888
20.03.2015 08:58:10	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5447680	561152			1294336			32165888
20.03.2015 08:58:20	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 08:58:30	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 08:58:39	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	569344			1294336	98304	32768	32288768
20.03.2015 08:58:49	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 08:58:59	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 08:59:09	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 08:59:19	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 08:59:29	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 08:59:39	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 08:59:49	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 08:59:59	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:00:09	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:00:19	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:00:30	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:00:40	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:00:50	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:01:00	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:01:10	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:01:20	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:01:30	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:01:40	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:01:50	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:02:00	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:02:10	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:02:20	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:02:30	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:02:40	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:02:50	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:03:00	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:03:10	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:03:20	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:03:30	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:03:40	0	0	9285632		86016	3678208	1806336	1052672	737280		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32145408
20.03.2015 09:03:50	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:04:00	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:04:10	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:04:20	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:04:30	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:04:40	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:04:50	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:05:00	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:05:10	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:05:20	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:05:30	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:05:40	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:05:50	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:06:00	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:06:10	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:06:20	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:06:30	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:06:40	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:06:50	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:07:00	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:07:10	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:07:20	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:07:30	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:07:40	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
20.03.2015 09:07:50	0	0	9285632		86016	3678208	1806336	1052672	741376		2281472	20480	1290240	65536		110592	2813952	1630208	5431296	561152			1294336			32149504
