time	NK.EXE	filesys.exe	device.exe	uptimesqm.exe	poutlook.exe	gwes.exe	shell32.exe	services.exe	connmgr.exe	calupd.exe	SSClient.exe	RBTimeStamp.exe	IQueue.exe	RBLogger.exe	SSTransferAgent.exe	memuse.exe	RFIDDce.Exe	DataServer.exe	flexmobility.view.CF.exe	repllog.exe	Dw.exe	ssLaunch.exe	MobileCalculator.exe	calnot.exe	Tskschedule.exe	total
20.03.2015 06:28:36	0	0	9228288		86016	3522560	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5070848	557056						29736960
20.03.2015 06:28:46	0	0	9228288		86016	3522560	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5070848	557056						29736960
20.03.2015 06:28:56	0	0	9228288		86016	3522560	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5070848	557056						29736960
20.03.2015 06:29:06	0	0	9228288		86016	3526656	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5054464	557056						29724672
20.03.2015 06:29:16	0	0	9228288		86016	3526656	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5054464	557056						29724672
20.03.2015 06:29:26	0	0	9228288		86016	3526656	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5054464	557056						29724672
20.03.2015 06:29:36	0	0	9228288		86016	3526656	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5054464	557056						29724672
20.03.2015 06:29:46	0	0	9228288		86016	3526656	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5054464	557056						29724672
20.03.2015 06:29:56	0	0	9228288		86016	3526656	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5054464	557056						29724672
20.03.2015 06:30:06	0	0	9228288		86016	3526656	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5054464	557056						29724672
20.03.2015 06:30:16	0	0	9228288		86016	3526656	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5054464	557056						29724672
20.03.2015 06:30:26	0	0	9228288		86016	3526656	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5054464	557056						29724672
20.03.2015 06:30:36	0	0	9228288		86016	3526656	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5054464	557056						29724672
20.03.2015 06:30:46	0	0	9228288		86016	3526656	1785856	1052672	720896		1851392	20480	1224704	65536		110592	2813952	1626112	5054464	557056						29724672
20.03.2015 06:30:56	0	0	9232384		86016	3526656	1785856	1052672	720896		1970176	20480	1224704	65536		110592	2813952	1626112	5054464	557056						29847552
20.03.2015 06:31:06	0	0	9232384		86016	3526656	1785856	1052672	720896		1970176	20480	1224704	65536		110592	2813952	1626112	5054464	557056						29847552
